reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,cleaned_content,sentiment_score,sentiment
3c2eb865-1d7f-45ec-8f3e-46a1e60525f4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sangat membantu dalam menjalankan tugas. Terima kasih,5,0,,2025-03-14 12:43:04,,,,sangat membantu dalam menjalankan tugas terima kasih,0.0,netral
524b6049-462a-4bb1-a34c-ec7f7176030f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat membantu,5,0,5.13.1,2025-03-14 12:33:50,,,5.13.1,sangat membantu,0.0,netral
a8b526bc-e067-4d41-bfdb-8ff55eaf8a76,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Waktu pesan gocar dan udah dapet drivernya, udah chat juga jemput sesuai titik. Giliran lagi ditungguin tiba-tiba dicancel sama drivernya, mana nungguinnya lama. Kejadian kayak gitu juga gak sekali dua kali, sering malah. Nyebelin sumpah, mana panas banget lagi. ah yo kaku.",2,0,5.13.1,2025-03-14 12:27:51,"Hai Kak Farra, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Kemudian terkait keluhannya, silakan laporkan melalui menu Bantuan di aplikasi Gojek dengan mengetik ""Driver membatalkan pesanan saya"" pada kolom pencarian ya. ^Maura",2025-03-14 12:42:29,5.13.1,waktu pesan gocar dan udah dapet drivernya udah chat juga jemput sesuai titik giliran lagi ditungguin tibatiba dicancel sama drivernya mana nungguinnya lama kejadian kayak gitu juga gak sekali dua kali sering malah nyebelin sumpah mana panas banget lagi ah yo kaku,0.0,netral
084aea45-1ec1-499c-8458-a476a3d10725,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,murah cepet datang lagi pokonya bagus ni apk gojek,5,0,5.13.1,2025-03-14 12:00:34,,,5.13.1,murah cepet datang lagi pokonya bagus ni apk gojek,0.0,netral
bd2de5f0-c7ec-4c64-806f-779db82df9d2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Mantaaapppp....👍,5,0,5.13.1,2025-03-14 11:58:41,,,5.13.1,mantaaapppp,0.0,netral
efcaf49e-8075-4732-ae1b-160d7de1b037,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Percuma pake yg expres KLO foodnya masih telat aja,3,0,5.5.1,2025-03-14 11:57:07,"Hai Kak Thanindo, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Apabila ada pertanyaan atau keluhan terkait layanan Gojek, silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek ya. ^Maura",2025-03-14 12:11:29,5.5.1,percuma pake yg expres klo foodnya masih telat aja,0.0,netral
c6e08528-32b8-49c3-b445-f739617bcfa5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,lumayan pelayanannya cepat,4,0,,2025-03-14 11:53:43,,,,lumayan pelayanannya cepat,0.0,netral
e0727df4-464e-40dc-af12-73e0ce683998,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Mantap,5,0,,2025-03-14 11:41:27,,,,mantap,0.0,netral
46bf2ce2-8b01-4d90-bc0f-583d00585715,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sangat mudah digunakan dan praktis bisa diandalkan selalu,5,0,5.12.1,2025-03-14 11:35:13,,,5.12.1,sangat mudah digunakan dan praktis bisa diandalkan selalu,0.0,netral
86a33b99-a93e-4368-8a8f-29699bac951e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagian CS gopay pinjam tidak senonoh. Masa lewat sehari tidak bayar gopay pinjam diancam penyebaran data KTP dan lain lain. Mohon gojek tindak lanjuti,1,0,5.3.1,2025-03-14 11:21:34,"Hai Kak Agung, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan terkait layanan GoPay Pinjam, silakan ceritakan lebih lanjut kepada kami melalui email ke support@findaya.com. ^Maura",2025-03-14 11:37:22,5.3.1,bagian cs gopay pinjam tidak senonoh masa lewat sehari tidak bayar gopay pinjam diancam penyebaran data ktp dan lain lain mohon gojek tindak lanjuti,0.0,netral
fd84ca27-6fbc-4a4a-bf59-427a73927ada,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,gojek bagus tetapi yang bikin saya bertanya2 ada langganan voucher itu fungsinya buat apa..karena setelah saya langganan pakai voucher sebulan tidak ada perubahan potongan perjalanan.sama saja seperti potongan perjalanan biasa saja...akhirnya saya cut dech..mohon penjelasannya,4,0,5.13.1,2025-03-14 11:15:45,,,5.13.1,gojek bagus tetapi yang bikin saya bertanya ada langganan voucher itu fungsinya buat apakarena setelah saya langganan pakai voucher sebulan tidak ada perubahan potongan perjalanansama saja seperti potongan perjalanan biasa sajaakhirnya saya cut dechmohon penjelasannya,-0.2732,negatif
163b60b3-4b1f-41be-b5b2-a7d1aee6de9c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"harus banget ya verif wajah dulu, padahal masukin sandi, mana abis verif wajah loading nya ga selesai"", sampe sekarang ga bisa login. aneh emg gojek skrg. ada uang ku juga disana wkwk lawak, mending grab aja, grab juga enak wle",1,0,,2025-03-14 11:14:11,"Hai Kak Fathia, mohon maaf atas ketidaknyamanannya. Pastikan kamu mengambil foto selfie dengan pencahayaan yang baik dan wajah terlihat jelas. Jika masih berkendala, silakan ke halaman bantuan login di aplikasi dengan cara klik ikon ""?"" > pilih ""Tidak bisa masuk ke akun Gojek"" . ^Maura",2025-03-14 11:32:03,,harus banget ya verif wajah dulu padahal masukin sandi mana abis verif wajah loading nya ga selesai sampe sekarang ga bisa login aneh emg gojek skrg ada uang ku juga disana wkwk lawak mending grab aja grab juga enak wle,0.0,netral
be7d4047-4657-4e18-b358-ba85d78611e0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Pasilitas nya yg ok,5,0,5.12.1,2025-03-14 11:03:00,,,5.12.1,pasilitas nya yg ok,0.296,positif
553e5ce0-1bfb-4fff-b484-ece0d684b854,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sangat puas,5,0,5.13.1,2025-03-14 10:50:13,,,5.13.1,sangat puas,0.0,netral
30a4f2f6-926f-433c-934c-eaf21b798902,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,penumpang yang cancel malah driver yg difitnah pembatalan trip,1,0,,2025-03-14 10:10:09,"Hai Kak Frans, terima kasih atas ulasannya dan mohon maaf untuk kendalanya. Laporan yang Anda sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika Anda memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek Driver App Anda. ^Maura",2025-03-14 11:21:54,,penumpang yang cancel malah driver yg difitnah pembatalan trip,-0.25,negatif
854648e8-6475-4c9c-baca-e4ffac1e1b43,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi gojek memberikan kemudahan dlm perjalanan, dan pastinya terjangkau",5,0,5.13.1,2025-03-14 10:05:22,,,5.13.1,aplikasi gojek memberikan kemudahan dlm perjalanan dan pastinya terjangkau,0.0,netral
bf18511d-7500-47ea-a2dd-5384f82091c8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,driver gada untung. a hbis buat operasional,1,0,,2025-03-14 10:03:44,"Hai Kak Rival, terima kasih atas ulasannya dan mohon maaf untuk kendalanya. Laporan yang Anda sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika Anda memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek Driver App Anda. ^Maura",2025-03-14 11:17:18,,driver gada untung a hbis buat operasional,0.0,netral
b0082ccb-0c09-4b22-b922-a7a4d9077899,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sangat membantu sekali,5,0,,2025-03-14 10:00:22,,,,sangat membantu sekali,0.0,netral
2ff52d08-51a6-4e0b-8d12-bd488c68225d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Oke membantu untuk pelayanan transportasi, pengiriman barang maupun order makanan",5,0,5.13.1,2025-03-14 09:42:58,,,5.13.1,oke membantu untuk pelayanan transportasi pengiriman barang maupun order makanan,0.0,netral
fa8bb175-0516-47ac-9136-5ea36a08d4e1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Masih 3 hari dari jatuh tempo udah di teleponin debcolektor. Ngga lagi-agi daj pinjem di gopay,1,0,5.5.1,2025-03-14 09:31:47,"Hai Kak @dari NOL, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan terkait layanan GoPay Pinjam, silakan ceritakan lebih lanjut kepada kami melalui email ke support@findaya.com. ^Maura",2025-03-14 11:14:52,5.5.1,masih  hari dari jatuh tempo udah di teleponin debcolektor ngga lagiagi daj pinjem di gopay,0.0,netral
1aa49947-fde6-4108-adf8-6ae2dec4d9dd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Ok,4,0,4.86.2,2025-03-14 09:16:34,,,4.86.2,ok,0.296,positif
4ab10f4f-0a16-465f-ba2f-e958fd8b6e12,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Good,5,0,5.13.1,2025-03-14 08:59:34,,,5.13.1,good,0.4404,positif
8c13492d-4b5c-4b96-8454-31530d7f66c6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"sangat mengecewakan, sudah bertahun2 menjadi pelanggan setia gojek, hari ini benar2 KECEWA, saya pesan makanan buat sahur dari jam 03.30, sampai Imsak jam 05.00 baru dapat driver, dibatalkan kan tidak bisa, ngak dibayar kasihan driver nya, harus nya bisa dibatalkan setelah sekian lama menunggu",1,0,5.1.2,2025-03-14 08:51:46,"Hai Kak Ichsan, mohon maaf atas ketidaknyamanannya. Ke depannya, jika kamu mengalami hal serupa, klik 'Butuh Bantuan' pada halaman pemesanan, lalu pilih alasan pembatalan yang sesuai, ya. Pesananmu akan dicek terlebih dulu. Jika kamu memiliki pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek. ^Maura",2025-03-14 09:22:46,5.1.2,sangat mengecewakan sudah bertahun menjadi pelanggan setia gojek hari ini benar kecewa saya pesan makanan buat sahur dari jam  sampai imsak jam  baru dapat driver dibatalkan kan tidak bisa ngak dibayar kasihan driver nya harus nya bisa dibatalkan setelah sekian lama menunggu,0.0,netral
5c791c7f-113a-4a82-bba2-49f337f3baf1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Oke banget,5,0,5.13.1,2025-03-14 08:26:55,,,5.13.1,oke banget,0.0,netral
93dee55c-2c5c-491d-8d4a-e5712979719f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Suka dukanya pasti ada laaah ! Tp tetep ok,4,0,5.11.1,2025-03-14 08:17:22,,,5.11.1,suka dukanya pasti ada laaah  tp tetep ok,0.296,positif
7acdbabc-11c5-43c9-b7b4-eb330c09fa76,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplikasi yang sangat membantu saya dalam beraktifitas. Makasih gojek,5,0,4.44.1,2025-03-14 08:17:10,,,4.44.1,aplikasi yang sangat membantu saya dalam beraktifitas makasih gojek,0.0,netral
8e70685c-dd6e-47c1-bafe-9bfcd3e150ed,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Limit gopaylater saya tidak pernah kunjung bisa di gunakan,padahal tidak ada tagihan sama sekali",2,0,4.87.2,2025-03-14 08:11:55,"Hai Kak Abdullah, mohon maaf atas kendala yang kamu alami terkait GoPay Later. Agar masalahnya dapat segera kami bantu, silakan ceritakan lebih lanjut kepada kami melalui email ke support@mab.co.id dan cantumkan kode psr-25-073-0132-43328 di subjek email, ya. ^Maura",2025-03-14 08:32:52,4.87.2,limit gopaylater saya tidak pernah kunjung bisa di gunakanpadahal tidak ada tagihan sama sekali,0.0,netral
7039785a-720c-4807-a5d9-09a506feb06a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplikasi yg bagus 🫰 recommended banget pokoknya,5,0,5.8.1,2025-03-14 07:55:56,,,5.8.1,aplikasi yg bagus  recommended banget pokoknya,0.2023,positif
a91fdd26-d299-470f-9ff4-8c32c875b2ee,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ini kenapa ya uda lama pakai gojek trs skr ngebug atau gimana mau login akun malah kelog out sendiri uda coba sampe 3 kali disuruh nunggu lama bgt 1 jam. plis dong gojek harus gimana? kendalanya karena apa kalau boleh tau? uda pake gojek dr tahun 2023 aman aman aja login nya sekarang tiap login uda berhasil tiba tiba keluar dari akun nya? tlg ya butuh bgt sm gojek buat keseharian soalnya😢🙏,4,0,,2025-03-14 07:52:31,,,,ini kenapa ya uda lama pakai gojek trs skr ngebug atau gimana mau login akun malah kelog out sendiri uda coba sampe  kali disuruh nunggu lama bgt  jam plis dong gojek harus gimana kendalanya karena apa kalau boleh tau uda pake gojek dr tahun  aman aman aja login nya sekarang tiap login uda berhasil tiba tiba keluar dari akun nya tlg ya butuh bgt sm gojek buat keseharian soalnya,0.0,netral
7a56e6a4-eb1c-4800-a4a1-91c3881e8d05,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Lama. tidak 7c,4,0,5.11.1,2025-03-14 07:50:39,,,5.11.1,lama tidak c,0.0,netral
4ee54ac8-7214-4de9-99d1-5e25e2589951,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,makasih gosend telah sampai ke customer dengan aman,5,0,5.13.1,2025-03-14 07:49:01,,,5.13.1,makasih gosend telah sampai ke customer dengan aman,0.0,netral
ac75bbdc-07db-4186-9eca-148fae3a11a8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus dan nyaman,5,0,5.13.1,2025-03-14 07:27:40,,,5.13.1,bagus dan nyaman,0.0,netral
af6b8733-87e9-41a2-aab3-744e47ce7aad,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sangat kecewa dikala hujan gerimis aja. Ngak mau go carnya. Sangat kecewa,1,0,,2025-03-14 07:23:57,"Mohon maaf atas ketidaknyamanannya, Kak Tiolinda. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika ada pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek-mu, ya. ^Maura",2025-03-14 07:52:16,,sangat kecewa dikala hujan gerimis aja ngak mau go carnya sangat kecewa,0.0,netral
d0b4e41a-c4e7-47e5-9361-644279198ea0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Orang ga mencet ngorder malah jadi ngorder parah lu jek pemaksaan,1,0,,2025-03-14 06:18:29,"Hai Kak Achmad, mohon maaf atas ketidaknyamanannya. Ke depannya, jika kamu mengalami hal serupa, klik 'Butuh Bantuan' pada halaman pemesanan, lalu pilih alasan pembatalan yang sesuai, ya. Pesananmu akan dicek terlebih dulu. Jika kamu memiliki pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek. ^Maura",2025-03-14 07:48:36,,orang ga mencet ngorder malah jadi ngorder parah lu jek pemaksaan,0.0,netral
9b1ff4e8-9485-4e29-b338-23cb0398e892,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tepat waktu,5,0,5.13.1,2025-03-14 05:08:42,,,5.13.1,tepat waktu,0.0,netral
2d1aa11d-d1a7-4a05-8529-33903f3266f8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Kaga ada driver kaga solusi kalo lagi ujan thank u,1,0,5.13.1,2025-03-14 04:36:02,"Mohon maaf atas ketidaknyamanannya, Kak Muhammad. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika ada pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek-mu, ya. ^Maura",2025-03-14 06:27:04,5.13.1,kaga ada driver kaga solusi kalo lagi ujan thank u,0.3612,positif
011e698c-6927-4d8b-8fea-e56302fa0264,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bermanfaat dan membantu tp jangan sering² error y,5,0,5.13.1,2025-03-14 03:49:20,,,5.13.1,bermanfaat dan membantu tp jangan sering error y,-0.4019,negatif
